transaction_id,date,time,day_of_week,fraud_type,fraud_lure,amount_inr,upi_app,transaction_type,sender_upi_id,receiver_upi_id,linked_bank,victim_state,victim_age_group,victim_gender,victim_occupation,device_type,first_time_upi_user,pin_otp_shared,report_delay,reported_to_cybercrime_portal,recovery_status,is_fraud
TXN329096622851,25-03-2024,13:54:10,Monday,Vishing,Electricity Bill Disconnection,4350,Google Pay,P2P,mb8063@axl,mb6606@apl,Canara Bank,Telangana,18-25,Female,Self-employed/Business,Android,No,Yes,1-6 hours,No,Not Recovered,1
TXN199048311937,11-03-2025,10:42:42,Tuesday,Phishing,Customer Care Impersonation,87650,PhonePe,P2P,pay3276@okaxis,pay3444@paytm,HDFC Bank,West Bengal,18-25,Female,Student,Android,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN503994977126,26-09-2024,11:39:36,Thursday,QR Code Swap,Loan Offer,1150,Paytm,Collect Request,mb1870@okaxis,mb6885@okhdfcbank,IndusInd Bank,Maharashtra,46-55,Female,Student,Feature Phone,No,No,6-24 hours,No,Not Recovered,1
TXN119964679793,14-01-2024,20:15:27,Sunday,OTP Sharing,KYC Update Required,3300,PhonePe,P2P,pay8974@axl,pay2387@okicici,Axis Bank,Gujarat,26-35,Male,Self-employed/Business,iOS,Yes,Yes,1-6 hours,No,Not Recovered,1
TXN722932886998,17-01-2025,19:55:29,Friday,Social Engineering,Prize/Lottery Win,17000,Google Pay,P2P,acct7038@okhdfcbank,mb8889@okhdfcbank,ICICI Bank,Tamil Nadu,26-35,Male,Self-employed/Business,Android,No,Yes,1-3 days,Yes,Not Recovered,1
TXN615442389863,24-08-2023,18:33:54,Thursday,Money Mule,Electricity Bill Disconnection,17600,PhonePe,P2M,acct9399@paytm,mb6431@axl,Punjab National Bank,Delhi,36-45,Female,Student,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN376071258443,27-03-2024,22:51:18,Wednesday,Vishing,Prize/Lottery Win,1700,PhonePe,P2M,pay5603@ybl,txn1232@okhdfcbank,SBI,Gujarat,46-55,Female,Retired,Feature Phone,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN896459529963,09-12-2024,09:37:47,Monday,Phishing,Refund Processing,2700,Google Pay,Collect Request,pay4454@ibl,user5331@okhdfcbank,SBI,Maharashtra,46-55,Male,Daily Wage Worker,Android,No,Yes,1-6 hours,No,Not Recovered,1
TXN802361556810,24-05-2023,09:25:30,Wednesday,Vishing,Job Offer/Part-time Work,22350,PhonePe,P2P,txn8074@ybl,txn5429@ybl,ICICI Bank,Bihar,26-35,Female,Retired,Android,No,Yes,1-6 hours,No,Not Recovered,1
TXN895511335697,10-07-2023,10:37:25,Monday,QR Code Swap,Prize/Lottery Win,7000,PhonePe,P2M,txn5127@oksbi,user1388@okhdfcbank,Axis Bank,Gujarat,36-45,Male,Retired,Android,Yes,No,< 1 hour,Yes,Not Recovered,1
TXN800404859161,29-05-2023,22:42:57,Monday,Fake UPI App,Delivery Agent Scam,91800,Google Pay,P2P,acct5528@axl,txn5216@okicici,Punjab National Bank,Telangana,66+,Male,Salaried Employee,iOS,No,No,< 1 hour,Yes,Not Recovered,1
TXN134803353165,15-06-2023,10:03:24,Thursday,Vishing,Electricity Bill Disconnection,235400,PhonePe,Collect Request,user2153@ybl,acct1307@paytm,SBI,Kerala,26-35,Male,Salaried Employee,Android,No,Yes,1-3 days,No,Not Recovered,1
TXN235214445347,31-08-2023,16:00:59,Thursday,Phishing,Job Offer/Part-time Work,2600,Google Pay,Collect Request,mb9770@ibl,txn5961@axl,ICICI Bank,Gujarat,56-65,Female,Homemaker,iOS,No,No,1-3 days,Yes,Not Recovered,1
TXN309316623535,27-05-2023,16:41:05,Saturday,Vishing,KYC Update Required,36150,Google Pay,P2P,pay1584@oksbi,user4907@paytm,ICICI Bank,Karnataka,26-35,Female,Homemaker,Android,Yes,Yes,1-3 days,Yes,Not Recovered,1
TXN138964087093,03-05-2024,06:34:41,Friday,Vishing,Customer Care Impersonation,8700,PhonePe,P2M,pay9010@okaxis,acct1750@oksbi,SBI,Kerala,18-25,Male,Student,Android,No,Yes,3-7 days,No,Fully Recovered,1
TXN855810534663,19-03-2025,16:00:11,Wednesday,OTP Sharing,Job Offer/Part-time Work,28200,Google Pay,P2P,mb9943@okicici,txn4493@okaxis,Canara Bank,Rajasthan,18-25,Female,Retired,Android,No,Yes,1-6 hours,No,Partially Recovered,1
TXN751339331489,28-11-2024,09:04:07,Thursday,Vishing,KYC Update Required,12750,Paytm,P2P,txn7819@paytm,pay4377@okicici,Yes Bank,Gujarat,36-45,Male,Homemaker,Android,Yes,Yes,< 1 hour,Yes,Not Recovered,1
TXN656368873070,15-01-2025,10:28:26,Wednesday,Vishing,Delivery Agent Scam,1900,BHIM,P2M,pay8605@oksbi,txn1869@oksbi,HDFC Bank,Karnataka,26-35,Male,Salaried Employee,Android,Yes,No,< 1 hour,Yes,Not Recovered,1
TXN632700778895,25-07-2023,19:43:54,Tuesday,Remote Access Scam,Prize/Lottery Win,6450,PhonePe,P2P,mb2901@okhdfcbank,pay8287@ibl,Punjab National Bank,Telangana,56-65,Male,Self-employed/Business,iOS,Yes,No,< 1 hour,No,Not Recovered,1
TXN792323623688,03-06-2024,09:43:57,Monday,Vishing,KYC Update Required,15350,PhonePe,Collect Request,txn5418@oksbi,txn3084@okaxis,Axis Bank,Maharashtra,26-35,Male,Self-employed/Business,Android,Yes,Yes,1-6 hours,Yes,Not Recovered,1
TXN622231863307,09-03-2025,15:17:08,Sunday,Phishing,Electricity Bill Disconnection,3700,Google Pay,P2M,acct5573@okaxis,acct5041@oksbi,Punjab National Bank,Telangana,26-35,Female,Farmer,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN906135983187,01-03-2024,13:14:57,Friday,Social Engineering,Job Offer/Part-time Work,87600,Amazon Pay,P2M,acct4571@okicici,txn5846@oksbi,ICICI Bank,Haryana,26-35,Male,Retired,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN681250405931,23-01-2025,23:01:30,Thursday,OTP Sharing,Investment Scheme,1450,PhonePe,P2M,user5859@axl,txn9887@oksbi,ICICI Bank,Punjab,46-55,Male,Self-employed/Business,iOS,Yes,No,6-24 hours,No,Not Recovered,1
TXN626773608807,02-03-2025,07:56:21,Sunday,SIM Swap,Refund Processing,1900,PhonePe,P2P,mb4437@oksbi,txn6778@ybl,Punjab National Bank,Uttar Pradesh,18-25,Male,Student,Android,Yes,No,1-3 days,Yes,Not Recovered,1
TXN186274334156,28-08-2024,17:17:03,Wednesday,Phishing,Investment Scheme,4000,Google Pay,Collect Request,acct3929@ybl,user2791@okicici,ICICI Bank,Delhi,46-55,Male,Homemaker,Android,Yes,No,6-24 hours,No,Under Investigation,1
TXN476147672122,08-01-2024,08:09:31,Monday,Phishing,Customer Care Impersonation,1800,Paytm,P2M,txn8965@apl,mb8295@paytm,Kotak Mahindra Bank,Karnataka,26-35,Female,Salaried Employee,Android,Yes,Yes,< 1 hour,No,Partially Recovered,1
TXN276752871335,06-02-2024,15:57:50,Tuesday,Vishing,Customer Care Impersonation,13700,PhonePe,P2P,pay2915@okaxis,txn3072@paytm,SBI,Delhi,66+,Female,Homemaker,Feature Phone,No,Yes,1-6 hours,No,Under Investigation,1
TXN875874004889,23-12-2023,12:13:35,Saturday,OTP Sharing,KYC Update Required,7800,Google Pay,P2P,txn8764@ybl,mb3409@paytm,Other,Telangana,26-35,Female,Daily Wage Worker,iOS,Yes,Yes,3-7 days,No,Not Recovered,1
TXN837347372732,12-03-2024,17:46:30,Tuesday,Social Engineering,Refund Processing,1650,PhonePe,P2P,user9385@axl,pay9035@ibl,Punjab National Bank,Karnataka,18-25,Female,Student,Android,Yes,No,1-3 days,Yes,Partially Recovered,1
TXN900684262475,08-12-2024,16:03:58,Sunday,OTP Sharing,Digital Arrest Threat,4950,PhonePe,P2P,acct3286@okhdfcbank,pay4404@ybl,Yes Bank,Punjab,26-35,Male,Homemaker,Android,Yes,No,6-24 hours,No,Under Investigation,1
TXN433225932101,30-07-2024,23:33:21,Tuesday,Phishing,Customer Care Impersonation,99550,PhonePe,P2P,acct8593@oksbi,user1040@okicici,Axis Bank,Uttar Pradesh,18-25,Female,Salaried Employee,Feature Phone,No,Yes,1-3 days,No,Not Recovered,1
TXN508535501147,25-12-2023,11:40:53,Monday,OTP Sharing,KYC Update Required,1850,Google Pay,P2P,mb1287@ybl,pay1958@okicici,HDFC Bank,Haryana,26-35,Male,Salaried Employee,Feature Phone,No,Yes,1-3 days,No,Not Recovered,1
TXN979115239884,22-02-2024,13:44:08,Thursday,Vishing,Impersonation of Known Person,1250,PhonePe,P2M,txn5447@ibl,user9755@ibl,Axis Bank,Rajasthan,56-65,Male,Salaried Employee,iOS,No,No,< 1 hour,No,Partially Recovered,1
TXN185538702509,26-08-2023,01:33:18,Saturday,Vishing,Delivery Agent Scam,7800,Google Pay,Collect Request,user3150@okaxis,acct6705@ybl,Axis Bank,Bihar,18-25,Male,Farmer,Android,No,Yes,1-3 days,No,Not Recovered,1
TXN931008547062,08-03-2025,12:52:28,Saturday,Social Engineering,Loan Offer,7800,PhonePe,P2P,acct1696@oksbi,user1537@apl,Bank of Baroda,Telangana,26-35,Female,Salaried Employee,Android,Yes,Yes,> 7 days,No,Not Recovered,1
TXN902217436696,28-11-2024,06:07:58,Thursday,Vishing,Prize/Lottery Win,1850,Google Pay,P2M,mb4962@apl,mb2119@okhdfcbank,Bank of Baroda,Karnataka,18-25,Male,Salaried Employee,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN663561015610,13-11-2024,18:33:13,Wednesday,OTP Sharing,Job Offer/Part-time Work,61250,PhonePe,P2P,pay7677@okhdfcbank,txn3025@paytm,Bank of Baroda,Haryana,36-45,Female,Student,Android,Yes,Yes,6-24 hours,Yes,Under Investigation,1
TXN506643771715,22-07-2023,14:31:48,Saturday,Vishing,Refund Processing,4950,PhonePe,P2M,pay1209@paytm,user7494@paytm,Other,Karnataka,26-35,Male,Student,Android,Yes,No,1-6 hours,Yes,Partially Recovered,1
TXN398902450645,17-09-2024,16:05:07,Tuesday,Phishing,Prize/Lottery Win,4400,PhonePe,P2P,acct6834@paytm,mb7626@paytm,SBI,Kerala,46-55,Female,Self-employed/Business,iOS,No,No,1-6 hours,No,Not Recovered,1
TXN944046753592,05-09-2024,10:49:29,Thursday,Phishing,Job Offer/Part-time Work,4050,Google Pay,Collect Request,acct8635@oksbi,txn9157@paytm,SBI,Maharashtra,56-65,Male,Student,Android,No,Yes,1-6 hours,No,Not Recovered,1
TXN887321019258,29-08-2024,10:21:51,Thursday,Fake UPI App,Customer Care Impersonation,5250,PhonePe,Collect Request,acct8986@okhdfcbank,mb9037@apl,SBI,Odisha,56-65,Male,Student,Android,Yes,No,1-3 days,Yes,Fully Recovered,1
TXN791023055912,02-03-2025,14:30:30,Sunday,Fake Collect Request,Digital Arrest Threat,600,Google Pay,P2P,txn7235@okhdfcbank,acct6654@ibl,HDFC Bank,Uttar Pradesh,36-45,Female,Salaried Employee,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN513676279109,26-05-2024,11:42:15,Sunday,Vishing,Job Offer/Part-time Work,9850,PhonePe,P2P,mb7394@ibl,mb2601@paytm,SBI,Karnataka,46-55,Female,Self-employed/Business,Android,Yes,Yes,6-24 hours,Yes,Not Recovered,1
TXN783869972943,12-07-2023,17:13:21,Wednesday,QR Code Swap,Investment Scheme,20950,PhonePe,P2M,user2552@ibl,txn2102@apl,Kotak Mahindra Bank,Uttar Pradesh,36-45,Male,Student,iOS,Yes,No,1-6 hours,No,Not Recovered,1
TXN394064794239,30-07-2024,13:22:50,Tuesday,Phishing,Electricity Bill Disconnection,18250,PhonePe,P2P,mb8106@okaxis,mb4287@ibl,ICICI Bank,West Bengal,26-35,Male,Salaried Employee,iOS,Yes,Yes,< 1 hour,No,Not Recovered,1
TXN608139902526,17-07-2024,09:09:47,Wednesday,OTP Sharing,Refund Processing,3800,Google Pay,Collect Request,acct8145@axl,user4309@okicici,HDFC Bank,Rajasthan,56-65,Female,Homemaker,Android,Yes,No,1-6 hours,Yes,Not Recovered,1
TXN898175908261,05-01-2024,08:16:50,Friday,SIM Swap,Investment Scheme,6450,Google Pay,P2P,pay4867@okhdfcbank,mb9196@okhdfcbank,HDFC Bank,Andhra Pradesh,18-25,Female,Salaried Employee,Android,No,No,3-7 days,No,Fully Recovered,1
TXN162661343522,16-09-2024,17:37:49,Monday,Social Engineering,Customer Care Impersonation,2350,PhonePe,P2M,acct9740@ibl,user6185@apl,Kotak Mahindra Bank,Maharashtra,18-25,Female,Self-employed/Business,Android,Yes,Yes,< 1 hour,No,Not Recovered,1
TXN498146117496,07-06-2024,13:15:17,Friday,Fake UPI App,KYC Update Required,73800,Google Pay,Collect Request,user9763@oksbi,acct7364@okaxis,Kotak Mahindra Bank,Rajasthan,26-35,Male,Salaried Employee,iOS,Yes,No,3-7 days,Yes,Not Recovered,1
TXN468684989749,07-05-2024,21:58:16,Tuesday,Vishing,Investment Scheme,99600,Paytm,P2M,acct2644@okicici,txn9295@okhdfcbank,Kotak Mahindra Bank,Maharashtra,26-35,Female,Salaried Employee,Android,Yes,Yes,1-3 days,No,Partially Recovered,1
TXN816532062801,26-03-2024,13:46:52,Tuesday,Fake Collect Request,KYC Update Required,4850,Google Pay,P2M,pay7722@ibl,acct8837@okicici,ICICI Bank,Karnataka,18-25,Female,Self-employed/Business,Android,No,No,< 1 hour,No,Not Recovered,1
TXN152264408884,23-12-2023,09:37:52,Saturday,Vishing,Prize/Lottery Win,2350,Paytm,Collect Request,acct8027@ybl,pay2459@ibl,Other,Rajasthan,26-35,Female,Student,Feature Phone,Yes,Yes,6-24 hours,No,Fully Recovered,1
TXN560374809291,22-09-2023,22:07:00,Friday,OTP Sharing,Delivery Agent Scam,3850,PhonePe,Collect Request,pay7693@okicici,user5754@ybl,HDFC Bank,West Bengal,36-45,Male,Self-employed/Business,iOS,No,Yes,6-24 hours,Yes,Not Recovered,1
TXN760575627385,28-11-2023,16:58:15,Tuesday,Vishing,Prize/Lottery Win,8750,BHIM,P2P,user1087@ybl,mb7241@ybl,ICICI Bank,Karnataka,36-45,Female,Student,Android,No,Yes,< 1 hour,Yes,Not Recovered,1
TXN411084850715,09-05-2024,17:08:57,Thursday,Fake Collect Request,Loan Offer,7150,PhonePe,P2P,txn5321@apl,txn8139@okicici,ICICI Bank,Telangana,36-45,Male,Self-employed/Business,Android,Yes,No,3-7 days,No,Not Recovered,1
TXN222376453993,18-02-2024,18:31:48,Sunday,Remote Access Scam,Loan Offer,8600,PhonePe,P2P,pay3025@ibl,user4337@ybl,ICICI Bank,Karnataka,18-25,Male,Daily Wage Worker,Feature Phone,Yes,No,< 1 hour,No,Not Recovered,1
TXN750144482408,02-10-2023,20:47:32,Monday,Fake UPI App,Impersonation of Known Person,9800,Google Pay,P2P,user6300@okicici,user2328@paytm,HDFC Bank,Telangana,66+,Male,Salaried Employee,Android,Yes,No,1-6 hours,No,Not Recovered,1
TXN180504007993,25-03-2025,16:29:40,Tuesday,Remote Access Scam,Digital Arrest Threat,5050,PhonePe,Collect Request,mb7248@okhdfcbank,acct5180@okicici,IndusInd Bank,Uttar Pradesh,18-25,Female,Salaried Employee,iOS,No,No,1-3 days,Yes,Partially Recovered,1
TXN637729352538,02-12-2023,22:55:25,Saturday,Phishing,Refund Processing,30350,BHIM,P2P,acct7358@paytm,txn7931@okhdfcbank,Canara Bank,Uttar Pradesh,26-35,Female,Daily Wage Worker,iOS,Yes,Yes,1-3 days,Yes,Not Recovered,1
TXN241666001158,06-06-2024,19:39:11,Thursday,QR Code Swap,Impersonation of Known Person,2150,Google Pay,P2M,txn5073@apl,acct5841@okaxis,Axis Bank,Delhi,66+,Female,Salaried Employee,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN745593483734,16-10-2024,07:02:32,Wednesday,Phishing,Delivery Agent Scam,2400,PhonePe,P2M,acct8371@ybl,txn4066@oksbi,SBI,Rajasthan,46-55,Female,Self-employed/Business,iOS,Yes,Yes,1-3 days,Yes,Partially Recovered,1
TXN860050905807,07-10-2023,07:38:16,Saturday,Fake UPI App,Customer Care Impersonation,1600,Google Pay,P2M,acct5958@okhdfcbank,pay3213@okaxis,Punjab National Bank,Karnataka,26-35,Male,Homemaker,iOS,No,No,1-6 hours,No,Partially Recovered,1
TXN617479335825,13-10-2023,08:01:44,Friday,Remote Access Scam,Job Offer/Part-time Work,31850,Google Pay,Collect Request,user8364@oksbi,pay5830@axl,SBI,Delhi,18-25,Male,Salaried Employee,iOS,No,No,1-6 hours,No,Not Recovered,1
TXN119448938243,23-05-2023,11:06:40,Tuesday,Fake UPI App,Customer Care Impersonation,3700,Google Pay,P2P,acct6174@apl,user5388@axl,ICICI Bank,Punjab,46-55,Female,Student,Android,No,No,6-24 hours,Yes,Partially Recovered,1
TXN842776785203,28-07-2024,08:39:41,Sunday,Vishing,Job Offer/Part-time Work,10350,PhonePe,P2M,txn8738@okicici,mb4394@ybl,Bank of Baroda,Telangana,46-55,Male,Retired,Feature Phone,No,Yes,6-24 hours,No,Not Recovered,1
TXN573896962291,08-03-2025,18:42:30,Saturday,Phishing,Job Offer/Part-time Work,1750,PhonePe,P2P,user4714@okhdfcbank,mb4671@paytm,Other,Delhi,46-55,Female,Salaried Employee,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN215738130825,21-12-2023,23:50:22,Thursday,SIM Swap,Loan Offer,19150,Google Pay,P2M,mb1687@apl,user3736@okhdfcbank,Other,Maharashtra,18-25,Female,Self-employed/Business,Android,No,No,1-3 days,Yes,Not Recovered,1
TXN509164421558,28-10-2023,21:10:46,Saturday,Vishing,KYC Update Required,4050,PhonePe,Collect Request,acct6908@oksbi,pay9677@axl,SBI,Delhi,56-65,Male,Homemaker,Feature Phone,Yes,Yes,< 1 hour,Yes,Partially Recovered,1
TXN265963831708,20-11-2023,08:27:26,Monday,Social Engineering,Delivery Agent Scam,41900,PhonePe,P2P,mb1947@apl,txn7869@axl,Other,Madhya Pradesh,26-35,Male,Self-employed/Business,Android,No,Yes,> 7 days,Yes,Not Recovered,1
TXN191489380787,26-02-2025,17:55:19,Wednesday,OTP Sharing,Customer Care Impersonation,3400,Paytm,P2M,user9805@ibl,acct3064@apl,SBI,Karnataka,26-35,Male,Homemaker,Android,No,Yes,6-24 hours,No,Not Recovered,1
TXN816213971338,05-10-2024,10:05:32,Saturday,Fake Collect Request,Refund Processing,6300,PhonePe,Collect Request,user8352@ybl,mb1085@paytm,ICICI Bank,Karnataka,56-65,Male,Homemaker,Android,Yes,No,1-3 days,No,Not Recovered,1
TXN209325427254,13-03-2024,23:51:47,Wednesday,Money Mule,Job Offer/Part-time Work,9350,Google Pay,Collect Request,pay7974@axl,user2511@okaxis,SBI,Punjab,26-35,Male,Homemaker,Android,No,No,< 1 hour,Yes,Not Recovered,1
TXN883766095125,09-06-2024,21:30:13,Sunday,QR Code Swap,Electricity Bill Disconnection,4150,Paytm,P2M,acct3119@apl,mb2934@oksbi,Other,Uttar Pradesh,36-45,Female,Daily Wage Worker,Android,Yes,No,1-3 days,Yes,Not Recovered,1
TXN438848236181,10-07-2024,13:47:10,Wednesday,Remote Access Scam,Prize/Lottery Win,2500,Google Pay,P2P,txn4532@okicici,acct1034@okhdfcbank,HDFC Bank,Tamil Nadu,26-35,Male,Self-employed/Business,Feature Phone,Yes,No,6-24 hours,Yes,Partially Recovered,1
TXN832827808870,12-10-2024,11:55:02,Saturday,QR Code Swap,KYC Update Required,9650,Google Pay,Collect Request,mb7711@axl,pay7478@ibl,SBI,Rajasthan,26-35,Male,Homemaker,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN925447169891,05-10-2024,06:42:56,Saturday,QR Code Swap,Job Offer/Part-time Work,2350,Google Pay,P2M,acct9235@okaxis,user9713@okicici,SBI,Punjab,46-55,Female,Salaried Employee,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN693132121536,20-04-2023,10:13:15,Thursday,Fake UPI App,Investment Scheme,19500,PhonePe,P2P,pay5675@okicici,pay5187@okhdfcbank,SBI,Rajasthan,46-55,Female,Self-employed/Business,Android,Yes,No,1-3 days,Yes,Not Recovered,1
TXN523073267793,05-09-2023,11:26:43,Tuesday,Phishing,Investment Scheme,7650,PhonePe,P2P,user5412@okaxis,txn8615@apl,HDFC Bank,Telangana,46-55,Male,Daily Wage Worker,Feature Phone,Yes,Yes,< 1 hour,No,Not Recovered,1
TXN369646738416,21-05-2024,06:01:26,Tuesday,OTP Sharing,Delivery Agent Scam,25600,PhonePe,P2M,mb7942@apl,acct1684@okaxis,HDFC Bank,Maharashtra,66+,Female,Salaried Employee,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN895168743089,19-07-2024,22:39:18,Friday,OTP Sharing,Refund Processing,600,Google Pay,P2P,mb5578@axl,pay9270@ibl,Punjab National Bank,Bihar,36-45,Female,Self-employed/Business,Android,Yes,Yes,< 1 hour,No,Partially Recovered,1
TXN868349326215,27-02-2025,22:40:16,Thursday,Remote Access Scam,KYC Update Required,14450,PhonePe,P2M,acct7435@apl,user2270@apl,Bank of Baroda,Maharashtra,66+,Male,Salaried Employee,Android,Yes,No,6-24 hours,No,Fully Recovered,1
TXN311990227098,02-05-2023,21:52:42,Tuesday,QR Code Swap,KYC Update Required,1250,Google Pay,P2M,user5967@oksbi,pay9090@ibl,ICICI Bank,West Bengal,26-35,Male,Self-employed/Business,Feature Phone,No,No,1-6 hours,Yes,Not Recovered,1
TXN726779882179,08-05-2023,10:57:45,Monday,OTP Sharing,Prize/Lottery Win,900,PhonePe,P2M,pay9570@ybl,pay1378@apl,SBI,Odisha,36-45,Male,Homemaker,iOS,No,Yes,6-24 hours,No,Not Recovered,1
TXN563505962111,20-12-2024,10:35:56,Friday,QR Code Swap,Customer Care Impersonation,92000,PhonePe,Collect Request,mb8354@ibl,user7420@oksbi,SBI,Andhra Pradesh,36-45,Female,Self-employed/Business,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN672663401870,08-03-2024,07:36:51,Friday,Phishing,Electricity Bill Disconnection,21300,PhonePe,P2P,pay2194@paytm,user8314@okhdfcbank,SBI,Rajasthan,18-25,Male,Retired,Android,Yes,Yes,6-24 hours,Yes,Not Recovered,1
TXN965863585178,27-06-2023,22:58:02,Tuesday,Vishing,Electricity Bill Disconnection,47700,PhonePe,P2P,mb1173@paytm,acct8605@axl,SBI,Karnataka,18-25,Female,Student,Android,No,Yes,1-6 hours,Yes,Not Recovered,1
TXN976764628140,26-12-2024,16:21:41,Thursday,Social Engineering,Electricity Bill Disconnection,17450,PhonePe,P2M,user1991@okicici,txn8140@apl,Yes Bank,Delhi,36-45,Male,Salaried Employee,Feature Phone,No,Yes,6-24 hours,Yes,Not Recovered,1
TXN964152836923,27-01-2025,18:19:37,Monday,Social Engineering,Electricity Bill Disconnection,12400,BHIM,P2M,user6595@oksbi,acct8657@ibl,SBI,Rajasthan,36-45,Male,Retired,Android,No,Yes,6-24 hours,Yes,Not Recovered,1
TXN108546461143,13-11-2024,15:21:39,Wednesday,Vishing,Prize/Lottery Win,2450,PhonePe,P2P,txn1162@okhdfcbank,txn1491@apl,HDFC Bank,Rajasthan,46-55,Male,Salaried Employee,Android,No,Yes,1-3 days,Yes,Under Investigation,1
TXN818886999284,27-07-2023,08:28:12,Thursday,OTP Sharing,Loan Offer,36800,PhonePe,Collect Request,user6544@oksbi,txn8474@oksbi,HDFC Bank,Karnataka,18-25,Male,Salaried Employee,Android,Yes,Yes,< 1 hour,No,Partially Recovered,1
TXN746890914545,13-04-2024,19:42:10,Saturday,Remote Access Scam,Delivery Agent Scam,90850,PhonePe,Collect Request,pay9773@ybl,pay6368@oksbi,SBI,Haryana,56-65,Male,Self-employed/Business,Android,Yes,No,6-24 hours,Yes,Under Investigation,1
TXN631263873744,25-05-2023,16:17:55,Thursday,Phishing,KYC Update Required,9800,PhonePe,P2M,acct8762@ybl,mb7569@okaxis,Axis Bank,Haryana,26-35,Male,Student,iOS,Yes,Yes,6-24 hours,Yes,Not Recovered,1
TXN613038787887,30-10-2023,10:12:28,Monday,Fake UPI App,KYC Update Required,3250,Google Pay,P2P,acct7700@ibl,acct6194@ybl,Kotak Mahindra Bank,Rajasthan,26-35,Male,Self-employed/Business,Android,Yes,No,1-6 hours,No,Not Recovered,1
TXN404278883252,26-04-2024,03:28:14,Friday,Vishing,Prize/Lottery Win,650,PhonePe,P2P,pay3258@apl,txn1139@ybl,SBI,Maharashtra,36-45,Male,Student,Android,No,No,1-6 hours,Yes,Not Recovered,1
TXN475643857543,14-01-2024,19:50:25,Sunday,Remote Access Scam,Customer Care Impersonation,22400,Google Pay,P2P,user6129@oksbi,acct7843@oksbi,HDFC Bank,Andhra Pradesh,36-45,Male,Self-employed/Business,iOS,No,No,6-24 hours,No,Partially Recovered,1
TXN268101303699,23-06-2024,13:35:01,Sunday,Vishing,Prize/Lottery Win,6050,Google Pay,P2P,txn7404@axl,pay7400@okhdfcbank,ICICI Bank,Maharashtra,46-55,Male,Homemaker,iOS,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN503973685368,29-09-2024,12:30:06,Sunday,Vishing,Loan Offer,91900,Google Pay,P2P,mb1180@okicici,txn7731@axl,ICICI Bank,Haryana,18-25,Male,Salaried Employee,Android,No,Yes,3-7 days,Yes,Not Recovered,1
TXN590239129169,08-09-2023,23:08:34,Friday,QR Code Swap,Loan Offer,16350,PhonePe,P2P,user7541@oksbi,mb6388@paytm,ICICI Bank,Kerala,56-65,Male,Daily Wage Worker,Android,Yes,No,6-24 hours,No,Not Recovered,1
TXN362180542522,15-07-2024,13:02:47,Monday,Phishing,Investment Scheme,8750,PhonePe,Collect Request,pay5485@apl,txn2093@oksbi,ICICI Bank,Uttar Pradesh,46-55,Female,Student,Android,No,Yes,6-24 hours,No,Not Recovered,1
TXN225630395011,18-08-2024,12:48:35,Sunday,Phishing,KYC Update Required,2450,PhonePe,P2P,pay6359@paytm,acct8558@okhdfcbank,SBI,Delhi,46-55,Male,Homemaker,Android,Yes,Yes,6-24 hours,Yes,Not Recovered,1
TXN687014844720,24-06-2023,15:15:45,Saturday,Remote Access Scam,Job Offer/Part-time Work,1050,PhonePe,P2P,pay8242@okaxis,mb2684@axl,ICICI Bank,Punjab,18-25,Male,Homemaker,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
TXN283498232147,07-03-2025,11:03:38,Friday,Phishing,KYC Update Required,22550,PhonePe,P2P,user7810@apl,user6359@ibl,SBI,Telangana,26-35,Female,Homemaker,iOS,No,Yes,< 1 hour,Yes,Under Investigation,1
TXN943108669731,27-10-2024,16:39:13,Sunday,Social Engineering,Refund Processing,3750,PhonePe,P2P,mb9185@okhdfcbank,mb3809@ybl,ICICI Bank,Telangana,26-35,Male,Salaried Employee,Android,Yes,Yes,1-3 days,Yes,Not Recovered,1
TXN353460157792,07-07-2023,15:40:44,Friday,Vishing,Electricity Bill Disconnection,47750,Google Pay,Collect Request,user3032@ybl,pay8020@oksbi,SBI,Telangana,18-25,Female,Daily Wage Worker,Android,Yes,Yes,6-24 hours,No,Not Recovered,1
TXN925872626056,25-12-2024,07:08:23,Wednesday,QR Code Swap,Loan Offer,1250,Google Pay,Collect Request,user4752@ibl,txn4969@oksbi,HDFC Bank,Telangana,18-25,Female,Student,Android,No,No,1-3 days,No,Not Recovered,1
TXN703840750689,04-10-2024,06:58:42,Friday,Money Mule,KYC Update Required,21400,PhonePe,P2P,pay4871@apl,user7983@paytm,Yes Bank,Gujarat,36-45,Male,Salaried Employee,Android,Yes,No,6-24 hours,Yes,Not Recovered,1
